Condition,Category,MatchingBrain,MatchingMS,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
ADCell,GOTERM_CC_DIRECT,0,1,GO:0043231~intracellular membrane-bounded organelle,38,6.701940035,0.009086879,"SERPINA1, SPARC, AQP9, STK39, HSD17B4, MSI2, CD1C, LIPA, CLU, HK2, TM7SF2, IGF1R, CTSL, PODXL, RBBP8, S1PR1, OLR1, SLC26A11, GUSB, FADS1, RPS12, ABCA1, ODF2, DENND4C, POU2F2, ADRA2B, RUNX3, EPN2, RCN3, SLC7A5, CTTN, DHRS9, BCL3, TACC3, PLEKHM1, HPSE, GAPT, PPIC",551,924,20666,1.542469025,0.993154169,0.137817666,0.129992854
ADCell,GOTERM_CC_DIRECT,0,0,GO:0031965~nuclear membrane,15,2.645502646,0.010398695,"NUP107, CMTM3, ANXA4, NRM, NUDT1, TMEM97, TEX2, CENPF, EDNRB, CCND2, SCRN1, ALOX5, ALOX5AP, KPNA2, BCL2L1",551,261,20666,2.155537476,0.99667875,0.153451017,0.144738597
ADCell,GOTERM_CC_DIRECT,0,1,GO:0005765~lysosomal membrane,20,3.527336861,0.011418512,"SPAG9, IFITM1, GRN, MMD, PSEN2, SLC3A2, MITF, HLA-F, DPP4, SLC7A5, ZFYVE26, COL6A1, SLC17A5, SLC26A11, HPSE, CD68, FNIP2, CTSD, RILP, VPS39",551,401,20666,1.870641002,0.998108481,0.164065983,0.154750882
ADCell,GOTERM_CC_DIRECT,0,1,GO:0005615~extracellular space,70,12.34567901,0.013015181,"SERPINA1, SPARC, CCL4L2, COL12A1, NUDT1, HMGB2, CLU, HAPLN4, THBD, LRRTM3, CTSL, DPYSL3, CD36, GUSB, CTSD, CR1, SERPINB9, RNASE2, HLA-F, HLA-E, ACTA2, CHIT1, IL1A, SLPI, IL1B, S100A6, PECAM1, FAM20C, ANGPTL2, SERPING1, MFGE8, SMPDL3A, ASAH1, GRN, C1S, CCL3L3, GCNT1, LTBP2, CD1C, TFPI, LILRA5, C3, ADAMTS15, S100A16, PODXL, ALOX5, CCL3, CCL2, HMOX1, CD14, APOE, RPS27A, S100A10, ST14, SEMA4D, CMTM3, LVRN, RARRES1, INHBA, LILRB2, SORL1, MIR223, IL6, CD40LG, FABP5, PIK3IP1, CR1L, TGFBI, HPSE, RBMX",551,1986,20666,1.321976156,0.999217439,0.182212541,0.17186714
ADCell,GOTERM_CC_DIRECT,0,0,GO:0030496~midbody,12,2.116402116,0.014568201,"CENPF, ZFYVE26, PRC1, BCL3, CTNND1, CDK1, CDCA8, KLHDC8B, MYH10, TRIOBP, AURKB, CEP55",551,193,20666,2.332001166,0.999668786,0.198855941,0.187565585
ADCell,GOTERM_CC_DIRECT,0,0,GO:0000940~outer kinetochore,4,0.705467372,0.015256743,"CENPF, CCNB1, SKA3, SKA2",551,20,20666,7.501270417,0.999773866,0.203175169,0.191639583
ADCell,GOTERM_CC_DIRECT,0,0,GO:0044297~cell body,7,1.234567901,0.017683365,"ACTA2, DPYSL3, TRPV2, STK39, SLC1A2, RAB38, GLUL",551,78,20666,3.365954674,0.999941208,0.229883749,0.216831742
ADCell,GOTERM_CC_DIRECT,0,1,GO:0030667~secretory granule membrane,8,1.410934744,0.018297268,"CR1, CD93, MME, FABP5, PECAM1, CD14, SLC18B1, IGF2R",551,101,20666,2.970800165,0.999958209,0.23109222,0.217971599
ADCell,GOTERM_CC_DIRECT,0,0,GO:1904813~ficolin-1-rich granule lumen,9,1.587301587,0.018717327,"HK3, ASAH1, SERPINA1, ALOX5, QPCT, PRG2, GUSB, CTSD, GNS",551,125,20666,2.70045735,0.999966918,0.23109222,0.217971599
ADCell,GOTERM_CC_DIRECT,0,0,GO:0032991~protein-containing complex,29,5.114638448,0.019046062,"RPL5, IFITM1, CLSTN3, ITGB3, HMGB2, PSEN2, CDCA8, CXCR4, SNU13, BRCA2, CLU, C3, CAPN3, VSIG4, RILP, WASF2, SASH1, SIGLEC15, MITF, CKAP5, ACTA2, RAD51, COL6A1, BCL3, DPEP2, PECAM1, RBMX, F2RL2, ASF1B",551,692,20666,1.571797992,0.999972449,0.23109222,0.217971599
ADCell,GOTERM_CC_DIRECT,0,0,GO:0042470~melanosome,8,1.410934744,0.021134297,"RAB1A, SYNGR1, ITGB3, TRPV2, RAB38, SLC3A2, APOE, CTSD",551,104,20666,2.885104007,0.999991394,0.247233997,0.233196902
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005876~spindle microtubule,5,0.881834215,0.021282047,"PRC1, CDK1, SKA3, AURKB, SKA2",551,40,20666,4.688294011,0.999992075,0.247233997,0.233196902
ADCell,GOTERM_CC_DIRECT,0,1,GO:0031258~lamellipodium membrane,4,0.705467372,0.022350947,"DPP4, NCKAP1, ITGB3, EPHA2",551,23,20666,6.522843841,0.999995636,0.254242021,0.239807035
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005802~trans-Golgi network,11,1.940035273,0.026690333,"GRN, MME, GCNT1, MS4A7, FLNA, RAB38, TGFBI, SORL1, IGF2R, FUT4, ATP9A",551,185,20666,2.230107421,0.999999615,0.297406564,0.280520843
ADCell,GOTERM_CC_DIRECT,0,0,GO:0098793~presynapse,12,2.116402116,0.029131524,"CAP1, MME, CDK5, SCRN1, S1PR1, SLC6A12, KIF21A, AP2B1, S1PR2, RAB6B, YWHAG, YWHAH",551,215,20666,2.093377791,0.999999902,0.318116247,0.300054702
ADCell,GOTERM_CC_DIRECT,0,0,GO:0015935~small ribosomal subunit,4,0.705467372,0.030951688,"RPS15, RPS5, RPSA, RPS27A",551,26,20666,5.770208013,0.999999965,0.331365132,0.31255136
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005813~centrosome,27,4.761904762,0.031852054,"PCNA, CEP295NL, PSEN2, CHD3, SKA3, BRCA2, TRIOBP, HK2, AURKB, KIF15, ZFYVE26, CCNB1, CCND2, CDH23, CEP55, CKAP2L, ODF2, USP2, CKAP5, CENPF, RAD51, CCNE2, RILPL1, KIFC1, CDK1, TRIM32, BCL2L1",551,661,20666,1.53202951,0.999999979,0.33444657,0.315457845
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005641~nuclear envelope lumen,3,0.529100529,0.03316746,"ALOX5, SORL1, IGF2R",551,11,20666,10.22900511,0.99999999,0.341687419,0.322287584
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005783~endoplasmic reticulum,43,7.58377425,0.036369544,"RAB1A, RPL5, GRN, SERPINA1, RTN1, SGMS1, CRABP2, PSEN2, MGST1, TMEM97, CD1C, TFPI, CLU, TM7SF2, IFIT2, EMC2, HMOX1, SLC26A11, APOE, GLUL, EMC8, KCNIP3, PRKCD, EDEM2, RRAS2, TEX2, HLA-F, SORL1, CPED1, RCN3, CTTN, RNF128, SCD, ALOX5AP, COPG2, TRIM59, PLIN2, FKBP9, DHCR7, MXRA7, SLC27A3, TRIM32, BCL2L1",551,1185,20666,1.360989991,0.999999998,0.363646032,0.342999463
ADCell,GOTERM_CC_DIRECT,0,0,GO:0030139~endocytic vesicle,6,1.058201058,0.036631011,"ABCA1, DPP4, EHD2, EHD3, CTTN, IGF2R",551,69,20666,3.261421921,0.999999999,0.363646032,0.342999463
ADCell,GOTERM_CC_DIRECT,0,0,GO:0008305~integrin complex,4,0.705467372,0.03751523,"ITGB5, ITGA3, ITGB3, ITGBL1",551,28,20666,5.358050298,0.999999999,0.365773494,0.345006135
ADCell,GOTERM_CC_DIRECT,0,0,GO:0030669~clathrin-coated endocytic vesicle membrane,6,1.058201058,0.040675001,"FZD2, AP2B1, ROR2, APOE, LDLR, IGF2R",551,71,20666,3.169550881,1,0.379811857,0.358247447
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005871~kinesin complex,5,0.881834215,0.04100883,"KIF18B, KIFC1, KIF21A, KIF1B, KIF15",551,49,20666,3.827178784,1,0.379811857,0.358247447
ADCell,GOTERM_CC_DIRECT,0,0,GO:0000793~condensed chromosome,4,0.705467372,0.041041941,"RAD51, HMGB2, MKI67, SMC2",551,29,20666,5.173289943,1,0.379811857,0.358247447
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005789~endoplasmic reticulum membrane,42,7.407407407,0.049167631,"PIGU, RTN1, SGMS1, MYRF, CLSTN3, PSEN2, MGST1, IFI6, TM7SF2, NR3C2, ABHD12, FADS2, UCHL1, RDH10, EMC2, HMOX1, PTGFRN, RPS27A, KPNA2, EMC8, FADS1, ABCA1, HSD3B7, SLC37A2, ALG13, TEX2, SORL1, CH25H, DHRS7, DPY19L3, DHRS9, SCD, LPCAT3, ALOX5AP, PNPLA3, CDK1, COPG2, TRIM59, DHCR7, SLC27A3, MGLL, ABCG1",551,1181,20666,1.33384148,1,0.429390505,0.40501119
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005901~caveola,6,1.058201058,0.049545058,"EHD2, SPRED1, KCNMA1, CD36, TFPI, IGF1R",551,75,20666,3.000508167,1,0.429390505,0.40501119
ADCell,GOTERM_CC_DIRECT,0,0,GO:0045335~phagocytic vesicle,6,1.058201058,0.049545058,"ABCA1, FMNL1, ITGB5, WAS, RAB38, CD36",551,75,20666,3.000508167,1,0.429390505,0.40501119
ADCell,GOTERM_CC_DIRECT,0,0,GO:0032040~small-subunit processome,6,1.058201058,0.049545058,"NOP58, RPS17, RPS5, SNU13, RPS27A, RPS12",551,75,20666,3.000508167,1,0.429390505,0.40501119
ADCell,GOTERM_CC_DIRECT,0,0,GO:1990184~amino acid transport complex,2,0.352733686,0.052520485,"SLC7A5, SLC3A2",551,2,20666,37.50635209,1,0.434487647,0.409818934
ADCell,GOTERM_CC_DIRECT,0,0,GO:0097125~cyclin B1-CDK1 complex,2,0.352733686,0.052520485,"CCNB1, CDK1",551,2,20666,37.50635209,1,0.434487647,0.409818934
ADCell,GOTERM_CC_DIRECT,0,0,GO:0032398~MHC class Ib protein complex,2,0.352733686,0.052520485,"HLA-F, HLA-E",551,2,20666,37.50635209,1,0.434487647,0.409818934
ADCell,GOTERM_CC_DIRECT,0,0,GO:1990904~ribonucleoprotein complex,13,2.292768959,0.058985942,"RPL5, RBM14, RPS5, RPL13A, NFATC2, SNU13, RPS15, RPS17, ILF3, RBM14-RBM4, HNRNPA1, RPS27A, RBMX",551,271,20666,1.799197702,1,0.480691405,0.453399402
ADCell,GOTERM_CC_DIRECT,0,0,GO:0031410~cytoplasmic vesicle,14,2.469135802,0.06598411,"CMTM3, MME, ANXA4, DENND4C, SLC1A3, CXCR4, AP2B1, SPRED1, TBC1D2, ANP32E, KIF1B, PHLDA1, RAB6B, KIAA0319L",551,306,20666,1.715976893,1,0.517440273,0.488061796
ADCell,GOTERM_CC_DIRECT,0,0,GO:0034362~low-density lipoprotein particle,3,0.529100529,0.066338497,"APOE, PLA2G7, LDLR",551,16,20666,7.032441016,1,0.517440273,0.488061796
ADCell,GOTERM_CC_DIRECT,0,0,GO:0010369~chromocenter,3,0.529100529,0.066338497,"CDCA8, ESCO2, AURKB",551,16,20666,7.032441016,1,0.517440273,0.488061796
ADCell,GOTERM_CC_DIRECT,0,0,GO:0098978~glutamatergic synapse,23,4.05643739,0.067375074,"CAP1, C1QA, CLSTN3, ITGA3, ITGB3, CTNND1, SLC1A2, DIXDC1, PPM1H, AP2B1, IL1RAP, CACNG7, ABLIM3, LRRTM3, FABP5, SLC17A5, ANP32E, FLNA, S1PR2, ROR2, APOE, GPC4, RABAC1",551,589,20666,1.464594394,1,0.518123811,0.488706525
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005811~lipid droplet,7,1.234567901,0.068617315,"HSD3B7, FABP4, CLSTN3, RDH10, PNPLA3, PLIN2, PRPF19",551,108,20666,2.430967265,1,0.520347972,0.490804406
ADCell,GOTERM_CC_DIRECT,0,0,GO:0044306~neuron projection terminus,3,0.529100529,0.073896578,"UCHL1, MME, SLC1A2",551,17,20666,6.618768015,1,0.54523691,0.514280236
ADCell,GOTERM_CC_DIRECT,0,0,GO:0002116~semaphorin receptor complex,3,0.529100529,0.073896578,"SEMA4D, TREM2, PLXNC1",551,17,20666,6.618768015,1,0.54523691,0.514280236
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005634~nucleus,180,31.74603175,0.076863345,"RB1, RPL5, MT1M, CTNND1, HJURP, NUDT1, MKI67, SMC4, CLU, ETS2, SMC2, NR3C2, RPS15, CCND2, MYB, NUSAP1, CAPN3, KPNA2, PHLDA1, RPS10, GLUL, IER3, SAP30BP, SP110, APLP2, PRKCD, RPSA, MITF, ESCO2, RUNX3, LGALS9C, WDR76, ILF3, CCNE2, ZNF836, RBM14-RBM4, BOLA2, SRSF2, S100A6, MT1F, DPEP2, SRSF3, MT1H, ALPK3, NUPR1, TOX, SRSF7, ASF1B, DNMT1, CDCA2, CRABP2, CDCA5, PSEN2, TWIST2, CDCA8, ZNF22, SNU13, SAV1, CCNB1, ORC1, S100A16, HMOX1, LPXN, APOE, MYH10, DECR1, EGR1, UBE2C, ODF2, IRF2BP2, NFATC2, MICAL2, CDC7, CDC6, POU2F2, PARP12, NET1, FAM111B, EHD2, PTPRE, TPX2, PKIB, FIBP, EHD3, LSM7, KIF18B, CDK5, UBE2T, BCL3, ANP32E, CDK1, TCF4, HBP1, HPSE, CPEB2, ZNF652, EZH2, MCM8, SPIN4, ITGB3, HMGB2, HMGB3, TNFAIP3, CHD3, FOXM1, BRCA2, PRPF19, TRIOBP, PTBP1, ZNF808, SCRN1, CTSL, NFKBIZ, MYBL2, ZNF765, ZNF366, DLGAP5, YWHAG, JAK1, EMX1, HELLS, ZHX2, RBM14, BATF3, RFC4, RFC2, ANXA4, ARNT, RPL13A, ETV1, SERPINB9, IRAK3, ETV5, IL1A, TFDP1, KIFC1, MCM4, PLIN2, ASAH1, ACSS2, PCNA, SGMS1, MYRF, UHRF1, WAS, PPM1H, CRYBA1, NEDD9, TOB1, AURKB, BCLAF1, CHRAC1, UGP2, SH3BP1, RBBP8, HSF4, FLNA, PCBD1, GPC4, RPL15, RPS27A, HNRNPA1, CASP8AP2, CENPU, DUT, MDH2, KCNIP3, GCK, ZNF33A, CENPF, RAD51, FABP4, FABP5, PSMC4, PRC1, CENPN, BCOR, CRLF3, TRIM32, RBMX",551,6138,20666,1.099893023,1,0.55123961,0.519942123
ADCell,GOTERM_CC_DIRECT,0,0,GO:0098796~membrane protein complex,2,0.352733686,0.077738919,"SLC1A2, SLC1A3",551,3,20666,25.00423472,1,0.55123961,0.519942123
ADCell,GOTERM_CC_DIRECT,0,0,GO:0170027~SKA complex,2,0.352733686,0.077738919,"SKA3, SKA2",551,3,20666,25.00423472,1,0.55123961,0.519942123
ADCell,GOTERM_CC_DIRECT,0,1,GO:0001725~stress fiber,6,1.058201058,0.082440967,"ACTA2, AFAP1L1, ABLIM3, DIXDC1, MYH10, RAI14",551,87,20666,2.586644972,1,0.573174021,0.540631174
ADCell,GOTERM_CC_DIRECT,0,0,GO:0071944~cell periphery,5,0.881834215,0.082931772,"ITGA3, CD36, CLU, SLC8A1, FUT4",551,62,20666,3.024705813,1,0.573174021,0.540631174
ADCell,GOTERM_CC_DIRECT,0,0,GO:0035580~specific granule lumen,5,0.881834215,0.086789519,"CHIT1, SLPI, QPCT, HPSE, CTSD",551,63,20666,2.97669461,1,0.592338469,0.55870753
ADCell,GOTERM_CC_DIRECT,0,0,GO:0015630~microtubule cytoskeleton,10,1.76366843,0.088423558,"EHD2, TPX2, CKAP2L, PRC1, CDCA8, FAM83D, CKAP5, GTSE1, AURKB, TUBA8",551,201,20666,1.865987666,1,0.596040278,0.562199163
ADCell,GOTERM_CC_DIRECT,0,0,GO:0043020~NADPH oxidase complex,3,0.529100529,0.089771428,"NCF1, NCF1B, NCF1C",551,19,20666,5.922055593,1,0.597746339,0.56380836
ADCell,GOTERM_CC_DIRECT,0,1,GO:0005576~extracellular region,71,12.52204586,0.092793034,"SERPINA1, SPARC, DHRS11, COL12A1, PLEK, HMGB2, TREM2, IL1RAP, CLU, HK3, MDK, CTSL, OLR1, GUSB, CTSD, CAP1, EGFL7, PRKCD, RNASE2, FGR, CHIT1, IL1A, ILF3, SLPI, IL1B, COL6A1, S100A6, SERPING1, TAGLN2, PLIN2, MFGE8, LY6E, C1QA, ASAH1, GRN, C1S, CCL3L3, PAPLN, LTBP2, TFPI, PLA2G7, CSF2RA, GNS, THBS3, LILRA5, DPP4, C3, APOL6, ALOX5, CCL3, FLNA, CCL2, CD14, GPC4, APOE, S100A10, VAT1, PLA2G2D, SIGLEC10, PRG2, LILRB1, INHBA, GALNS, IL6, FABP5, QPCT, ITGBL1, TGFBI, HPSE, F2RL2, LGMN",551,2248,20666,1.184586743,1,0.607053006,0.572586626
ADCell,GOTERM_CC_DIRECT,0,1,GO:0002102~podosome,4,0.705467372,0.095145094,"AFAP1L1, CTTN, LPXN, FLNA",551,41,20666,3.659156301,1,0.607053006,0.572586626
ADCell,GOTERM_CC_DIRECT,0,0,GO:0035579~specific granule membrane,6,1.058201058,0.095458428,"CD93, C3AR1, OLR1, CD36, GPR84, LAIR1",551,91,20666,2.472946291,1,0.607053006,0.572586626
ADCell,GOTERM_CC_DIRECT,0,0,GO:0071682~endocytic vesicle lumen,3,0.529100529,0.098050838,"SPARC, CTSL, APOE",551,20,20666,5.625952813,1,0.607053006,0.572586626
ADCell,GOTERM_CC_DIRECT,0,1,GO:0000139~Golgi membrane,26,4.585537919,0.098486993,"GALNT12, RAB1A, RTN1, SGMS1, CLSTN3, LST1, GCNT1, PSEN2, FUT4, GOLGA7B, NDST2, MGAT1, KPNA2, RAB6B, KIAA0319L, RRAS2, HLA-F, SORL1, IGF2R, ARFGAP1, HS3ST2, HLA-E, FAM20C, COPG2, ST6GALNAC4, ABCG1",551,713,20666,1.367693063,1,0.607053006,0.572586626
ADCell,GOTERM_CC_DIRECT,0,0,GO:0005938~cell cortex,9,1.587301587,0.098770725,"FMNL1, CTTN, PSEN2, STK39, NEDD9, KIF21A, ASTN2, MYH10, RAI14",551,176,20666,1.917938459,1,0.607053006,0.572586626
ADCell,GOTERM_MF_DIRECT,1,0,GO:0005515~protein binding,460,81.1287478,4.34E-12,"RB1, NCKAP1, RPL5, C5ORF24, NUP107, TMEM97, DCAF5, SMC4, SMC2, ZFYVE26, MPRIP, DCANP1, DPYSL2, MYB, DPYSL3, GTSE1, VPS39, IER3, NUP214, SAP30BP, PRKCD, ARMC9, RNASE2, WDR76, CH25H, RNF128, GPR161, SERPING1, ASPHD2, ASF1B, CRABP2, TTYH2, CDCA5, NOLC1, AGAP1, CDCA8, ZNF22, SNU13, SKA3, GNS, PLA2G7, SKA2, C3, S100A16, RDH10, HMOX1, KIAA0319L, RHBDL2, S100A10, ABCA1, AFAP1L1, FZD2, NFATC2, CDC7, CDC6, FAM111B, EHD2, PKIB, EHD3, HBP1, EZH2, LGMN, PIGU, SERPINA1, SPIN4, SHB, TRIOBP, SULT1C2, TCP11L2, OLR1, ZNF366, DLGAP5, CEP55, JAK1, HELLS, BATF3, ANXA4, VWA5A, RRAS2, SERPINB9, SLC7A5, RILPL1, KCNMA1, ANGPTL2, PLIN2, TLR10, CACUL1, MGLL, RAPGEF3, ASAH1, GRN, GCNT1, BCLAF1, APOL6, GPNMB, ALOX5, FLNA, RPL15, RPS27A, RABAC1, LDLR, CASP8AP2, CENPU, SAMD4A, CENPF, SPSB1, DHRS7, FABP5, DHRS9, PSMC4, CENPN, CRLF3, NCF1, CLSTN3, CTNND1, HJURP, MSI2, SAT1, CLU, SLC8A1, TM7SF2, FADS2, RAB42, SLC25A40, SLC26A11, PLXNC1, KPNA2, PHLDA1, MYLIP, RPS5, FBXO17, USP2, MITF, RPSA, ILF3, S100A6, SRSF2, SRSF3, RAB38, ROR2, TCTA, TOX, SRSF7, LY6E, INO80C, DNMT1, STK39, GPR84, SAV1, GOLGA7B, ITPRIPL1, ORC1, TNFRSF14, SOCS6, RAB6B, LVRN, ODF2, PTPRE, LSM7, CDK5, BCL3, PLEKHM1, CDK1, HPSE, DHCR7, ZNF652, BCL2L1, TUBA8, TRIM72, ITGB5, MCM8, ITGB3, TREM2, LSP1, FOXM1, PTBP1, THBD, SCRN1, MDK, TAGAP, ZNF765, EMX1, CR1, RFC4, ITGA3, RFC2, ARNT, ADRA2B, ARFGAP1, TFDP1, IL3RA, PECAM1, MCM4, TRIM59, SMPDL3A, TNFRSF21, RAB1A, ACSS2, C1S, UHRF1, PPM1H, HSD17B14, CACNG7, P2RY6, SH3BP1, ABLIM3, DNAJB4, CCL3, RBBP8, CCL2, E2F2, PCBD1, HNRNPA1, FNIP2, RILP, WASF2, ATP9A, SPAG9, KCNJ5, NOP58, DUT, SEMA4D, KCNIP3, SORL1, MYO1E, RAD51, PRC1, BCOR, TRIM32, IFITM1, SPARC, AQP9, MT1M, LGALSL, NUDT1, DIXDC1, MKI67, IFIT1, IFIT3, IFIT2, RPS15, SPATA25, EDNRB, KIF21A, VSIG4, PTGFRN, RPS10, PELO, GLUL, RPS12, SLC6A12, ESCO2, HLA-F, RUNX3, HLA-E, CHIT1, SLPI, BOLA2, MT1F, KCNQ3, TAGLN2, MT1H, EPHA2, PDE1B, SDC3, MGST1, TWIST2, CD1C, KALRN, SYNGR1, TSPAN7, APOE, CD14, VAT1, SIGLEC16, EGR1, SYNRG, SIGLEC10, PRG2, MICAL2, DCLK2, PAICS, NET1, TPX2, ANP32E, RGL1, DHRS11, PEPD, BRCA2, PRPF19, KIF15, UCHL1, CTSL, STAB1, KIF1B, CD37, CCR6, CD36, CCR5, CTSD, CAP1, ZHX2, MME, MMD, BTN3A3, BTN3A2, LAT2, IL1A, CTTN, IL1B, FAM20C, DCP2, PRIM2, C1QA, POPDC3, SELPLG, PCNA, WAS, IFI6, CRYBA1, NEDD9, CXCR4, NPL, CHRAC1, EMC2, HSF4, MGAT1, GPC4, EMC8, AAMDC, LAIR1, MPP1, PLEKHA1, LILRB1, LILRB2, AP2B1, GCK, CD40LG, DPY19L3, CR1L, QPCT, TACC3, CD68, F2RL2, GALNT12, SAMD9L, NRM, ETS2, NR3C2, IGF1R, TMEM144, CCND2, CCRL2, NUSAP1, CAPN3, TGM5, GUCY1A2, CD93, APLP2, ALG13, IPCEF1, LGALS9C, KCTD9, CCNE2, GPD1, NUPR1, ABCG1, PPIC, RAI14, FAIM, RTN1, UBA7, USP53, CCL3L3, BTF3L4, SLC1A2, PSEN2, SLC1A3, ARHGAP17, LTBP2, CSF2RA, RASGRP3, DPP4, CCNB1, PODXL, COBLL1, CDH23, LPXN, FAM83D, MYH10, UBE2C, RARRES1, TRPV2, KLHL23, KLHL24, INHBA, POU2F2, IGF2R, IL6, GCLC, KIF18B, TMEM237, UBE2T, TCF4, TGFBI, DOCK3, MS4A7, PLEK, HMGB2, SLC40A1, HMGB3, TNFAIP3, CHD3, HK2, HK3, SPRED1, CASP5, NFKBIZ, NPTN, MYBL2, YWHAG, YWHAH, RBM14, EGFL7, ARHGEF17, C4ORF46, ETV1, IRAK3, CKAP5, ETV5, EPN2, ACTA2, FGR, RCN3, TBC1D2, COL6A1, SLC3A2, TOB1, AURKB, THBS3, DLL4, GNG2, UGP2, GNG7, S1PR1, S1PR2, SASH1, HSD3B7, CMTM3, PPP2R3A, RSPH3, CEP170P1, ADGRD1, FMNL1, MLPH, PIK3IP1, SCD, ALOX5AP, CCDC170, RBMX",550,13670,19208,1.17519186,4.21E-09,4.21E-09,4.20E-09
ADCell,GOTERM_MF_DIRECT,0,0,GO:0001618~virus receptor activity,15,2.645502646,7.60E-08,"CR1, SELPLG, ITGB5, ITGB3, CXCR4, RPSA, SLC3A2, DPP4, ILF3, CDK1, TNFRSF14, CCR5, LDLR, MYH10, EPHA2",550,82,19208,6.388470067,7.38E-05,3.69E-05,3.68E-05
ADCell,GOTERM_MF_DIRECT,0,0,GO:0016491~oxidoreductase activity,17,2.998236332,6.46E-04,"VAT1, DHRS11, HPGD, HSD17B14, MICAL2, HSD17B4, TM7SF2, FADS2, DHRS7, TP53I3, ALDH5A1, DHRS9, SCD, ALDH1A2, DHCR7, FADS1, DECR1",550,221,19208,2.686433566,0.466197627,0.162199657,0.161699041
ADCell,GOTERM_MF_DIRECT,0,0,GO:0005041~low-density lipoprotein particle receptor activity,5,0.881834215,7.01E-04,"STAB1, OLR1, CD36, SORL1, LDLR",550,15,19208,11.64121212,0.494170967,0.162199657,0.161699041
ADCell,GOTERM_MF_DIRECT,1,0,GO:0042802~identical protein binding,74,13.05114638,0.001002868,"RB1, TRIM72, SERPINA1, ITGB3, HJURP, SLC40A1, TNFAIP3, MSI2, BRCA2, PRPF19, SAT1, IFIT3, IGF1R, DPYSL2, DPYSL3, CAPN3, OLR1, CCR5, GLUL, YWHAG, CEP55, YWHAH, ZHX2, ANXA4, APLP2, USP2, KCTD9, ALDH5A1, KCNMA1, DPEP2, TLR10, PCNA, HPGD, C1S, MYRF, UHRF1, SDC3, WAS, PPM1H, HSD17B14, NPL, SAV1, DPP4, UGP2, RBBP8, CCL3, HSF4, HMOX1, PCBD1, APOE, RABAC1, HNRNPA1, LDLR, DECR1, SPAG9, CASP8AP2, SEMA4D, MDH2, INHBA, PAICS, IGF2R, CEP170P1, EHD2, IL6, RAD51, FABP5, PRC1, ALOX5AP, TCF4, TGFBI, CRLF3, TRIM32, RBMX, BCL2L1",550,1777,19208,1.454332634,0.622911935,0.162199657,0.161699041
ADCell,GOTERM_MF_DIRECT,0,0,GO:0030169~low-density lipoprotein particle binding,5,0.881834215,0.001167887,"STAB1, TREM2, CD36, SORL1, LDLR",550,17,19208,10.27165775,0.678850983,0.162199657,0.161699041
ADCell,GOTERM_MF_DIRECT,0,0,GO:0071813~lipoprotein particle binding,4,0.705467372,0.001168105,"TREM2, CD36, APOE, LDLR",550,8,19208,17.46181818,0.678918807,0.162199657,0.161699041
ADCell,GOTERM_MF_DIRECT,0,0,GO:0002020~protease binding,11,1.940035273,0.001495125,"DPP4, CASP8AP2, SERPINA1, ITGA3, ITGB3, TNFAIP3, FAM20C, SERPINB9, BRCA2, LDLR, ATP9A",550,113,19208,3.399646018,0.766447641,0.169266259,0.168743833
ADCell,GOTERM_MF_DIRECT,1,0,GO:0019904~protein domain specific binding,16,2.821869489,0.00156728,"ITGA3, HMGB2, DIXDC1, POU2F2, ETS2, EHD2, TFDP1, IL1B, DPEP2, HNRNPA1, GUSB, SRSF7, RBMX, RAPGEF3, YWHAG, YWHAH",550,218,19208,2.563202669,0.78229,0.169266259,0.168743833
ADCell,GOTERM_MF_DIRECT,0,0,GO:0017116~single-stranded DNA helicase activity,5,0.881834215,0.002221276,"RAD51, RFC4, MCM8, RFC2, MCM4",550,20,19208,8.730909091,0.88484563,0.215908019,0.215241636
ADCell,GOTERM_MF_DIRECT,0,0,GO:0008017~microtubule binding,17,2.998236332,0.006275543,"CEP295NL, DCLK2, SKA3, CKAP5, KIF15, SKA2, CENPF, KIF18B, KIFC1, PRC1, CCDC170, NUSAP1, KIF21A, KIF1B, FAM83D, GTSE1, DLGAP5",550,277,19208,2.143327863,0.997799451,0.554529819,0.552818308
ADCell,GOTERM_MF_DIRECT,1,0,GO:0005102~signaling receptor binding,21,3.703703704,0.007361627,"MPP1, ABCA1, EGFL7, SELPLG, SEMA4D, ITGB5, CTNND1, BTN3A3, BTN3A2, HLA-F, CLU, HLA-E, DPP4, C3, FGR, PIK3IP1, CCL2, ANGPTL2, PLXNC1, APOE, GUSB",550,383,19208,1.914873012,0.99923983,0.567652206,0.565900193
